,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
pub,0.7779570618789082,-0.8570782992884638,-0.8467603267629734,0.3346636095207643,-0.8362026238596619,0.2597907715837324,-0.3708790243476272,-0.548440124109056,0.026599180194897685,0.4758899326057725,0.3163438538549498,0.3132300564800378,-0.39610351963188994,-0.18109889940257415,0.13397556785518228,0.5388542837773929,-0.19214425860726225,0.04851428972141537,0.40162507953932325,-0.3595911616862029
biology_laboratory,-0.7685738115476487,-0.0013331220567991218,0.012789197712951552,-0.012361489366254428,0.003254758161577285,0.008285186162353705,-0.0316941238403415,0.0691934082444816,0.01973582712796588,0.008172077832381107,0.02727630031873622,-0.009251715711612372,0.011722007087769357,-0.02398845192675525,-0.012934079749431626,-0.00691038415204649,-0.0018983316456722662,-0.015829306333084922,0.026373685671529774,0.04690493750187226
television_room,-0.7685738115476487,-0.0013331220567991218,0.012789197712951554,-0.012361489366254428,0.003254758161577285,0.008285186162353705,-0.031694123840341516,0.06919340824448157,0.019735827127965965,0.008172077832381353,0.027276300318735906,-0.009251715711611756,0.0117220070877706,-0.023988451926756697,-0.012934079749431976,-0.006910384152046907,-0.001898331645671661,-0.015829306333084724,0.0263736856715291,0.04690493750187236
orchestra_pit,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.012361489366254428,0.003254758161577285,0.008285186162353707,-0.03169412384034151,0.06919340824448157,0.01973582712796592,0.008172077832381434,0.02727630031873614,-0.00925171571161168,0.011722007087769576,-0.02398845192675561,-0.012934079749432816,-0.006910384152046976,-0.001898331645671661,-0.01582930633308499,0.02637368567152875,0.046904937501873786
nursing_home,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.012361489366254428,0.003254758161577285,0.008285186162353705,-0.03169412384034151,0.06919340824448159,0.01973582712796593,0.008172077832381547,0.02727630031873606,-0.009251715711611775,0.011722007087770015,-0.023988451926756263,-0.012934079749432675,-0.006910384152046907,-0.001898331645671123,-0.01582930633308532,0.02637368567152939,0.046904937501872516
basketball_court,-0.7685738115476487,-0.001333122056799122,0.012789197712951552,-0.012361489366254428,0.0032547581615772845,0.008285186162353707,-0.03169412384034151,0.06919340824448159,0.019735827127965927,0.00817207783238151,0.027276300318736083,-0.009251715711611775,0.011722007087769723,-0.023988451926756117,-0.012934079749432675,-0.00691038415204649,-0.0018983316456716273,-0.01582930633308539,0.02637368567152971,0.04690493750187275
delicatessen,0.5723690123970795,-1.2664574769709582,-1.1252870358808553,0.49996254810260804,-1.1044286631872589,0.22008332409225803,0.002567002541758114,-0.12216908335004317,0.19421196499791318,-0.2344232563343053,-0.438279931337775,0.7742897552251147,0.7298552262824867,0.09151977607335182,0.28390179415942407,0.012178618060215233,-0.23585130372795102,-0.0843983306321247,0.02978681799559332,-0.35611951810042963
stable,-0.6021854090550777,0.113872046075602,-0.04796047953687126,0.18247273570363487,-0.011873876273680596,-0.1385214434309038,0.17307570157814822,-0.014963999654650874,0.050466851882133845,0.3911059531301785,0.32570998463318873,0.2312817616147087,-0.2844228317388015,-0.13845459436141513,-0.060834750877139535,0.23625578497152608,-0.08223027374804125,0.16209062969850263,-0.3308575984757945,-0.28136070365202975
train_station,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.01236148936625443,0.0032547581615772845,0.008285186162353705,-0.0316941238403415,0.06919340824448159,0.01973582712796593,0.008172077832381507,0.027276300318736072,-0.009251715711611787,0.011722007087769151,-0.02398845192675501,-0.012934079749432602,-0.006910384152047777,-0.0018983316456715827,-0.015829306333084877,0.026373685671529673,0.04690493750187215
garage.n.01,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.01236148936625443,0.0032547581615772845,0.008285186162353705,-0.0316941238403415,0.06919340824448159,0.01973582712796593,0.008172077832381507,0.02727630031873607,-0.009251715711611793,0.011722007087769442,-0.023988451926755736,-0.012934079749432883,-0.006910384152047222,-0.0018983316456717171,-0.01582930633308554,0.026373685671529225,0.046904937501872405
beer_hall,-0.05025797901532284,-0.2204451422699836,-0.13323203211479204,0.09085268032164391,-0.17400200095156593,-0.028184884754999112,-0.28003250631212295,-0.1716412901519418,-0.13578113273476372,0.16524399235243134,0.08034896227033096,0.05083374222601469,-0.0533426116426625,0.08938433715878112,-0.1113226444122724,0.039160310158699745,-0.03964291585633705,0.04035818472712609,0.12653336063805481,-0.07597192343877279
racecourse,0.3875379214096218,0.37156466304057334,-0.8005645966739403,-0.16429578525584934,0.047422222276122424,-0.0006618370010905034,-0.108635121316743,-0.8738519529725427,0.17419008155663435,0.502871097186876,0.7803032445400733,0.7121728642802677,-0.33130227683886165,-0.12836650632075433,-0.03791759163183318,0.7328390539632682,-0.713190081076366,0.43918481116137636,0.0768452607150311,-0.5919163786125958
dam,0.6584364158189414,1.5341847678243719,-0.5095577563099327,0.012545869385863048,0.11778574728881652,-0.10171972412888133,0.61425927598094,0.45795957799056414,0.7090079851621907,0.6490903178044999,0.062007824690632575,0.7111227407388153,-0.41597842820498604,-0.5982154364971886,-0.6228043583892454,-0.3258276008100456,0.2743053327212524,0.021446979858822837,0.4318366253125351,-0.3208958183761983
vegetable_garden,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.01236148936625443,0.0032547581615772845,0.008285186162353705,-0.0316941238403415,0.06919340824448159,0.01973582712796593,0.008172077832381507,0.02727630031873607,-0.009251715711611794,0.011722007087769826,-0.023988451926755833,-0.012934079749432392,-0.0069103841520475,-0.0018983316456717171,-0.01582930633308554,0.026373685671530835,0.04690493750187361
topiary.n.01,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.01236148936625443,0.0032547581615772845,0.008285186162353705,-0.0316941238403415,0.06919340824448159,0.01973582712796593,0.008172077832381507,0.02727630031873607,-0.009251715711611794,0.011722007087769826,-0.02398845192675586,-0.012934079749432323,-0.006910384152047015,-0.0018983316456714482,-0.01582930633308421,0.02637368567152993,0.04690493750187266
beach,0.7705391389178277,0.7929760958477845,-0.1520120394602207,0.14898993245672326,-0.6475786404698236,0.12481794140600518,-0.7319364575423586,-0.7045466989114982,0.3842730251292089,0.24198159752751183,-0.19436071474273278,-1.1029922424524778,-0.3342818913635342,0.5087456967560551,0.09745844943667767,0.41409428867815207,-0.08704924576936314,0.1405664563394952,-0.18308185066484398,0.3812105775064108
kitchen,0.8478480236983506,-1.126891280777889,0.6635468846800189,0.5876157837951435,-0.5972926705062053,0.18873621402976115,0.14424466479563378,-0.03813515761387467,0.36677728224145806,0.1789312854803798,-0.08568815865913192,0.06622743111153245,0.4349158886815554,-0.027297372720686944,-0.46187758580951543,-0.2682978204642829,-0.10082591721679945,-0.028045337430379996,-0.02990190524375838,-0.03837931353319406
raceway,0.4246677120169661,0.5551211081086359,-0.7576604748526956,0.08865629855602379,0.8317112926545743,0.35389267305007094,-0.010988987383948302,-0.4273818655983482,0.5890781772892493,0.17577732843444338,0.7857162383538073,0.6878810697397656,-0.1737274735541753,0.17362170296250576,0.2997086285398852,0.2128179557680482,-0.08807407917357503,0.6544180956416596,-0.09258562482799723,0.17654160902320612
banquet.n.01,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.01236148936625443,0.0032547581615772845,0.008285186162353705,-0.0316941238403415,0.06919340824448159,0.01973582712796593,0.008172077832381507,0.02727630031873607,-0.009251715711611794,0.011722007087769819,-0.023988451926755857,-0.012934079749432396,-0.0069103841520470445,-0.0018983316456717843,-0.015829306333085075,0.026373685671530187,0.04690493750187222
rink.n.01,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.01236148936625443,0.0032547581615772845,0.008285186162353705,-0.0316941238403415,0.06919340824448159,0.01973582712796593,0.008172077832381507,0.02727630031873607,-0.009251715711611794,0.011722007087769819,-0.023988451926755857,-0.012934079749432397,-0.00691038415204704,-0.0018983316456718012,-0.015829306333084974,0.02637368567152942,0.046904937501872725
studio.n.03,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.01236148936625443,0.0032547581615772845,0.008285186162353705,-0.0316941238403415,0.06919340824448159,0.01973582712796593,0.008172077832381507,0.02727630031873607,-0.009251715711611794,0.011722007087769819,-0.023988451926755857,-0.012934079749432396,-0.006910384152047036,-0.001898331645671797,-0.015829306333085002,0.026373685671530058,0.04690493750187259
street,0.4818376363907466,-0.06502935364457102,-0.39145366315847374,-0.07870153452653912,0.21950408434478652,0.9077049243666799,-0.595600263854627,0.3989552919929475,-0.40749543211594924,-0.10211281298474759,-0.5179479329621569,-0.17838821425001808,-0.16713693218251016,0.6375360136340755,-0.07272821757633255,0.26998733895833293,0.10529466979953715,0.0214707149385414,-0.06851020757237099,-0.4073353327121481
gas_station,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.01236148936625443,0.0032547581615772845,0.008285186162353705,-0.0316941238403415,0.06919340824448159,0.01973582712796593,0.008172077832381507,0.02727630031873607,-0.009251715711611794,0.011722007087769819,-0.023988451926755857,-0.012934079749432396,-0.006910384152047036,-0.001898331645671795,-0.015829306333084995,0.026373685671530058,0.0469049375018725
shopfront,0.7512734346141301,-0.7352332369692817,-0.45215358197675454,-0.0326469559958332,-0.7082584120773835,0.09512948720181787,-0.22590718522507625,-0.06863197566965787,0.020881982386929485,-0.39891841453351506,0.07001260685451569,0.13082103069095882,-0.20918359301349496,0.1120974413942293,-0.35215530991992405,0.6440738615626391,-0.6282562256845833,0.21496860091016487,-0.06178422985928359,-0.7806141484520613
restaurant,0.7337567075877613,-1.0251812180604805,-1.2096306407823199,0.19681751028138256,-0.9364574323746417,0.5884897913800721,-0.2039696824675636,-0.42174599730969264,0.20825357768949407,0.33370105973084907,-0.12375118460551358,0.2810541245364388,0.047094221882657376,-0.39838567648341633,0.17233921464899118,-0.22026686501430953,0.13804225588886757,-0.5222821502679785,0.017918098017456703,0.21676644882601562
driveway,1.1321516945138632,0.20664622626971965,0.699681877402088,0.8916158846873551,0.5066096955344933,1.1217176540476752,-0.3171919233598746,0.6056191508158959,-0.1253512336452512,0.03266693891854049,-0.08292919647744855,-0.4623770805718628,-0.16303663557842027,0.1443658383951309,-0.0776972402730206,0.10149638751904749,-0.8648871934760497,-0.18411730207754173,-0.22574853841639542,0.10168868169176429
repair_shop,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.01236148936625443,0.0032547581615772845,0.008285186162353705,-0.0316941238403415,0.06919340824448159,0.01973582712796593,0.008172077832381507,0.02727630031873607,-0.009251715711611794,0.011722007087769819,-0.023988451926755857,-0.012934079749432396,-0.0069103841520470385,-0.001898331645671795,-0.01582930633308499,0.026373685671530086,0.04690493750187256
bedchamber,0.7101013675035573,-0.42216877288116567,0.6506793136812047,-0.04798679645928515,-0.489893341109009,-0.6157250931141075,0.03228547381710835,0.4450621801670852,-0.7641117649909798,0.5395471534444096,0.4454829805857729,0.04976191466955023,0.27829547282839856,-0.056468024311832093,-0.5081130420572738,0.19579918446387057,-0.24817595453678773,0.13959492961421907,-0.08155577601490205,0.09120234872615465
bathroom,0.9484564274833062,-0.9850967932226232,1.172674790028555,0.1286779183413387,-0.3345990959093456,0.45305708419596896,0.41703208221623006,0.07523718849992292,0.22249670106270814,0.6834681261726282,-0.22776817905649208,-0.18000204863457744,-0.44142235911284283,0.12030422178648305,-0.5097403784892806,-0.209492202986619,-0.0006826130555341363,0.05018441020170402,0.018162356386177154,0.35727474241518464
crosswalk,0.9421945558535066,0.16840954234801964,-0.27146958372019603,-0.34279320233794125,0.7098272705436406,1.8768192591251665,-0.26886918481354155,0.9164024195602843,-0.10182549088081705,-0.5714754752502534,-0.7223754718948165,-0.36239411961010665,-0.532385173392772,-0.12844336444037743,-0.25459410139754685,-0.12214919554221809,-0.9720909786994464,0.9078264235024763,-0.20018898890880757,1.1646953165707015
fountain,1.0736058368855361,0.23159216115300083,0.22333524265835347,-0.9065721840136469,0.003901475539233137,-0.1278629383205049,-0.6930666723471265,0.49380286775291893,0.45564200573147123,0.14893217876662046,-0.14080899805147082,0.39958437008750247,-0.07728076920592306,-0.28460464407179054,-0.0432898147209044,-0.4251448507057608,-0.28691029283138864,0.10077020662972096,-0.5878386269131667,0.07991738728061226
train.n.01,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.01236148936625443,0.0032547581615772845,0.008285186162353705,-0.0316941238403415,0.06919340824448159,0.01973582712796593,0.008172077832381507,0.02727630031873607,-0.009251715711611794,0.011722007087769819,-0.023988451926755857,-0.012934079749432397,-0.006910384152047036,-0.001898331645671795,-0.01582930633308499,0.026373685671530096,0.04690493750187257
pet_shop,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.01236148936625443,0.0032547581615772845,0.008285186162353705,-0.0316941238403415,0.06919340824448159,0.01973582712796593,0.008172077832381507,0.02727630031873607,-0.009251715711611794,0.011722007087769819,-0.023988451926755857,-0.012934079749432397,-0.006910384152047036,-0.001898331645671795,-0.01582930633308499,0.026373685671530096,0.04690493750187257
pizzeria,0.9406986822702306,-1.240078694238352,-1.3420104863944269,0.6252634051318224,-0.976765593688402,0.6567798099242269,0.044650670559161804,-0.042334668220280605,-0.11653099271679525,-0.0747148399740681,0.3314707567775372,0.3921844720287104,0.33340459492072644,-0.0069099609248296475,0.5576923054180473,-0.7240239669057863,-0.1028389968290736,-0.15357787679689852,-0.018686151929648422,0.18897995273740317
park,0.7442075428194004,0.4926578265960702,-0.5150918150323812,0.04132553815683365,0.49445788164995563,-0.0031374150453618525,-0.5760004562544756,-0.1710496756068971,0.5195709160075215,-0.16634195331034618,0.12291260875481867,-0.06354673703746555,-0.6570100083979273,0.09405237594314297,0.1612788689354648,0.23739807837043664,-0.29665895390037844,-0.054602483314421066,0.05263824100045457,-0.006917032996929275
slum,0.454337451346009,0.17421560560828422,-0.545226008000645,0.13923450358879982,-0.07866220522852085,-0.5594230408589277,-0.2843756212404466,0.1774203177418856,-0.6971562718634131,-0.026862911567138253,-0.211041015789463,-0.33406429173097185,-0.5136797117159715,1.2910687041405975,-1.0847537844438044,-0.12200971605371352,0.5107330075303068,-0.15001515953480352,0.6636923954038323,-0.3470414069263407
soccer.n.01,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.01236148936625443,0.0032547581615772845,0.008285186162353705,-0.0316941238403415,0.06919340824448159,0.01973582712796593,0.008172077832381507,0.02727630031873607,-0.009251715711611794,0.011722007087769819,-0.023988451926755857,-0.012934079749432397,-0.0069103841520470385,-0.0018983316456717952,-0.01582930633308499,0.026373685671530096,0.04690493750187257
airfield,0.7976473867038929,0.6269502434202563,-0.7205506634818933,-0.046458200167324916,0.6102211794301384,0.11667323943696237,0.89957941579243,-0.9484222344092893,-0.4298778463884219,-0.20738206381144164,0.6423272329258884,-0.15418492202932765,0.5390745287277526,0.2748078122435732,-0.659501731993511,0.49256105346077417,-0.45753338993008014,-0.253203352039217,0.4016563089739748,0.04999454835614216
booth.n.02,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.01236148936625443,0.0032547581615772845,0.008285186162353705,-0.0316941238403415,0.06919340824448159,0.01973582712796593,0.008172077832381507,0.02727630031873607,-0.009251715711611794,0.011722007087769819,-0.023988451926755857,-0.012934079749432396,-0.0069103841520470385,-0.0018983316456717952,-0.01582930633308499,0.026373685671530096,0.04690493750187257
youth_hostel,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.01236148936625443,0.0032547581615772845,0.008285186162353705,-0.0316941238403415,0.06919340824448159,0.01973582712796593,0.008172077832381507,0.02727630031873607,-0.009251715711611794,0.011722007087769819,-0.023988451926755857,-0.012934079749432397,-0.0069103841520470385,-0.0018983316456717952,-0.01582930633308499,0.026373685671530096,0.04690493750187257
ice_floe,-0.47328730025351434,-0.10490987126157096,-0.15640228301857975,-0.08437726012337954,-0.16911283401437766,-0.11087047513749934,0.1882039658263084,-0.12706223325637822,0.3905012308460448,0.024879117446944533,-0.021257328934254992,0.3130263452172677,0.15028327968099303,0.10944954290388097,0.1508778587817184,0.040682237024543905,-0.3746143038165232,0.021133405197008102,0.12088020811008439,0.3222868518759084
office,-0.08640322447294978,-0.6480628494814835,-0.23506638668285978,-0.11049456628741454,0.2501700513617708,0.013735699090365245,0.4506832853587191,0.06758164091474153,0.04027931526065293,0.009642698915258232,-0.24404778436895716,-0.32546810194651854,-0.29357642506513676,-0.11653811604221923,-0.054573357538672485,0.21497979336324713,0.08272967861414095,-0.1294619454604876,-0.3318232649399466,-0.18165502511139842
railroad_track,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.01236148936625443,0.0032547581615772845,0.008285186162353705,-0.0316941238403415,0.06919340824448159,0.01973582712796593,0.008172077832381507,0.02727630031873607,-0.009251715711611794,0.011722007087769819,-0.023988451926755857,-0.012934079749432396,-0.00691038415204704,-0.001898331645671795,-0.01582930633308499,0.026373685671530096,0.04690493750187257
attic,1.1244088488253083,-0.6502202883142004,1.4332390949919471,0.6373614304911138,-0.10402635943441035,-0.1069958212951113,0.928620467809289,0.8304416075671877,-0.0723120196304161,0.03129443767920814,0.2584971887528275,0.08635658134695695,-0.1495638772504093,0.27238402358910957,0.32410653069662243,0.5913440657847748,0.4870602019939733,0.010084971644760006,0.07507001038495749,-0.19644251241025018
bar,0.3223009821605516,-0.7939777577163544,-0.3048076772167851,-0.13925684565650628,-0.5945153445608367,0.7309777330694379,-0.29429097015251227,-0.4229560287678754,0.028527538898785253,0.43198754158189817,0.2693781902553151,0.0901055647874494,0.015324219770794728,-0.1717255368274674,0.22116825230810386,-0.015479286636589035,0.1948700497675126,0.061078059320115945,-0.05609934890112949,0.23669087949435125
boardwalk,1.2628271069147394,0.6680754970152931,-0.32088949835627517,-0.697911586448156,-0.3400061206976219,0.4764728259067383,-0.9785532594223072,-0.16079885584878661,0.8115921091996148,-0.5787215717722127,-0.20097655697184114,-0.2909816161895529,0.2754323187855741,0.14452968962951682,0.4011985824720027,0.13901187204705379,0.08651227982224147,0.14964923299135446,0.20633169380675553,0.137317304194747
downtown,0.5830679550542162,-0.25031705745879124,-0.8549074553890134,-0.47022936677946386,0.36002459726021,0.6437586776830011,-0.25989488395316673,0.2627439633227711,-0.024021001972176464,-0.049751624161709224,-0.35867609364607494,-0.12146362646230673,-0.22759659018053183,0.1650342923747148,0.6195842194791862,0.12230965139609344,0.7207647578647668,-0.3480059733927045,0.11916156349075649,-0.17758989518148494
