,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
highway,0.47091758609083745,0.9360825713360837,-0.7864285292488976,0.25005420096955056,0.3721764554995127,0.8500296863740398,0.3712890837220466,0.22323475673999338,-0.34528201876743786,-0.0005204520598387624,-0.43739669629407396,-0.2946226848949499,-0.2455924747219537,0.19648425977849202,-0.18875730763316623,0.3851122258723495,-0.08022925306790149,0.07952925696323326,0.3831157131805756,0.06397503039571328,0.010362482055657516,-0.3031786361668737,-0.16888188237108545,-0.5144907622027118,0.1473881057092703,-0.26138668616642835,-0.21949424973516451,-0.4040265619455418,-0.2616073250820529,0.09540414481111278,0.11671781443313221,0.038887808220403504,-0.1746988318275932,-0.07945918535886155,0.03222956783738292,-0.37739547978654003,-0.11751854539760435,0.08626972353186685,-0.31414652606165394,0.10884615772685509
bus_station,-0.7685738115476487,-0.0013331220567991216,0.012789197712951145,-0.012361489366254301,0.003254758161576161,0.008285186162353173,-0.03169412384034213,0.0691934082444809,0.019735827127966638,0.008172077832380449,0.02727630031873717,-0.009251715711612372,0.01172200708776975,-0.023988451926756804,-0.012934079749433235,-0.006910384152046907,-0.001898331645671661,-0.015829306333084724,0.02637368567153035,0.04690493750187385,-0.013743085621045335,-0.009921652656655651,0.018455900073405394,0.01330400246984529,-0.012884740061313347,0.0008582405446212592,-0.014069352197843218,0.01596321925360264,0.009242253879464153,-0.0031772373999642647,-0.009370504862538277,-0.008187435458100923,0.005472236300934512,-0.0041725151947449805,0.026390028627880934,0.0039678280171781335,-0.015029309706549272,0.02142887111287622,0.0009195629844778181,-0.011237432394465976
veterinarian.n.01,-0.7685738115476487,-0.0013331220567991211,0.012789197712951597,-0.012361489366254301,0.003254758161577522,0.008285186162353544,-0.03169412384034178,0.06919340824448221,0.019735827127967648,0.008172077832380779,0.02727630031873622,-0.00925171571161145,0.011722007087769942,-0.02398845192675655,-0.012934079749432534,-0.00691038415204649,-0.0018983316456735438,-0.0158293063330861,0.02637368567153032,0.04690493750187163,-0.013743085621044558,-0.009921652656655188,0.01845590007340624,0.013304002469846837,-0.012884740061315552,0.0008582405446237928,-0.014069352197843775,0.01596321925360147,0.009242253879463529,-0.0031772373999641988,-0.009370504862537911,-0.008187435458100847,0.005472236300931958,-0.004172515194745188,0.026390028627878693,0.0039678280171787745,-0.015029309706547343,0.021428871112876075,0.0009195629844779131,-0.011237432394465174
market,-0.4811781975097162,-0.05589909542391884,-0.043515500380001425,0.1345329748847678,-0.011991433062695175,0.09165388969438934,0.10061387795357689,-0.2579516325677214,-0.20870634954267925,0.07354172530544383,-0.34404347675733843,0.09977402831102897,0.1286492181830536,0.2315032620788337,-0.08188366175906711,0.04360791735082555,0.018968106158183576,0.34043867000336203,-0.45686400156747053,-0.49374758184172673,0.0975622212355053,-0.1226167871296632,0.13824223395910648,0.11206602273180664,-0.007466765855525648,-0.3112742830695526,0.2839392610504614,-0.008436479856142766,0.05829685561144469,-0.05794009284772908,0.5849161654785976,-0.045449628744798486,-0.15219418781458074,-0.36606266995844605,0.10204823230128349,0.06096677575233563,0.34174066604806297,0.11752346209545492,0.21021330127944432,0.13919569029331663
wave,-0.4964497664350585,0.26995070384277076,0.02273306349322978,-0.46839012973093325,-0.2019078414700383,0.2254179051905807,-0.1019699157589591,-0.4236601899468633,-0.2082668191836136,0.02392879650679774,-0.1289493569152754,-0.43042888124049067,-0.14531153612590755,-0.10853124211555842,0.14266007358745406,-0.5532417067428521,0.1269254690360935,0.382308921647838,-0.6259376028164252,-0.5668013614971343,0.034827935214053786,0.1823286655767355,-0.4591244655544189,-0.4545448420144121,-0.39706477811241864,-0.21703473959893368,0.012768015399976889,-0.015334341209947755,-0.29166264755046645,-0.20731396186589324,0.11541156724947575,0.12900394585654487,0.05509814906145117,0.004148124202992539,-0.5407831241302482,-0.1638649900900624,0.5768793268017876,-0.3371206289498539,-0.10338274243001157,-0.7586943273130244
museum,0.8104487091678907,-0.15441167084420127,-0.6147120320165192,-0.3308767388325896,0.22473214797618704,-0.9908006668420838,0.4881400137105597,0.19246657111635726,0.3712608660926634,-0.35527588556801626,0.0645343618964902,0.018428323841970632,0.2233837041802956,-0.25516439856369266,0.5897490407681523,0.4227512576602317,-0.035154947661749314,0.38918911291220604,-0.3390912953446581,-0.15254182475262537,0.18035907908719503,-0.8392998468412496,0.26180298493565946,-0.010522944993847993,-0.044092338555545535,-0.20814629394089734,-0.28884618226042186,0.1623198286250305,-0.058524797215602234,0.1067340606184601,0.07693821809279079,0.13215725019398922,-0.04378480258536416,0.39830808920538924,0.04596139376757167,-0.09240171332346639,-0.2463344867630936,0.016810208466988667,-0.3010454596418855,-0.12926472906577463
coffee_shop,0.6626151851703556,-1.1565487000359227,-0.9408589207996508,0.06271948094921548,-0.7631720836899849,0.5629599530662897,-0.36821943538959195,-0.4351554989770042,-0.5155031398289829,-0.4396247088484722,-0.3305671086572093,-0.12455386878243137,0.3090868052348606,0.2379760837792609,-0.04335921885283742,-0.13932975845022366,0.37788299520555985,-0.23861106993721323,0.07199791114032687,-0.028093591058189503,0.06255809225719293,0.3283910618992924,0.7702882486565263,-0.3567907154367373,0.035056280900350054,-0.13409306542819607,0.07016902713568023,0.08886263773552253,0.4762260282911511,0.38020332179370137,-0.10018300586131389,-0.05826974923413492,0.3820074104778227,0.3390396469616634,-0.5593678450709034,-0.5571121685986744,-0.035968725208811406,0.3804454404831123,0.4596933157916125,-0.06897108551873697
snowfield,0.798614737465058,1.098590669807732,0.7183159140368642,0.08646759331157104,-0.23554370562840685,0.4745507388752044,-0.15765940744666887,-0.37393964730584067,-1.1283128376448524,-0.25311796495532574,-0.4491994732966867,0.5464326113634097,-0.28026846123850113,-0.5841858862106671,0.6874303478777066,0.04094711798501655,-0.6414226067367046,0.35402806207968124,0.7140263297619149,0.05699753518954314,0.3122608710305895,-0.05702630020875162,-0.19661648474494836,0.18550457814581034,-0.14964931413459812,-0.13009828903665763,0.4925335720015547,0.3165208884980757,-0.17146287747976033,-0.292457678269061,0.02074423547115363,0.22062238734594117,0.5724818051887316,0.22105175844045374,-0.1269893124593931,0.08416375724558449,0.16771675334146305,-0.188794926932155,0.012030546875840464,-0.3225873752270712
kitchen.n.01,-0.7685738115476487,-0.0013331220567991216,0.012789197712951552,-0.012361489366254428,0.003254758161577294,0.008285186162353776,-0.03169412384034072,0.06919340824448134,0.01973582712796655,0.008172077832381762,0.027276300318736853,-0.009251715711611604,0.011722007087770306,-0.023988451926757113,-0.012934079749433305,-0.006910384152046629,-0.0018983316456716273,-0.015829306333084183,0.02637368567153035,0.046904937501874036,-0.013743085621045552,-0.009921652656655712,0.01845590007340675,0.013304002469845647,-0.012884740061314846,0.0008582405446219424,-0.014069352197842326,0.01596321925360166,0.009242253879463855,-0.003177237399965477,-0.009370504862538565,-0.00818743545810051,0.0054722363009329636,-0.0041725151947475565,0.026390028627879824,0.003967828017177295,-0.015029309706548734,0.021428871112876027,0.000919562984478483,-0.011237432394466212
runway,0.6644514285292906,0.8260281841726616,-0.21819661870997684,-0.6897006521306557,0.5928253569492532,1.0575337488936154,0.9824703055149484,-0.7662036058921572,-0.48520582120146766,-0.6847832683640862,-0.04440815741643955,-0.016822110099922138,0.5456618157434583,0.6145654949728645,-1.032418124998359,0.7224100557015629,-0.34509485760337477,-0.2571264871907719,0.41776829538311416,0.2464295682967244,-0.028581589455483954,-0.4182161272401396,-0.05880599100819961,-0.08254120350665524,-0.5675017834266881,-0.19006279493595093,-0.1348452637820008,0.06691410301271244,0.6396744327222312,0.31422743666349773,-0.013455984956894351,0.013953848752848082,0.05927178952837395,0.4766116429433795,0.40412445908901884,-0.29487114857710217,0.3276741078770095,-0.10466385859588122,-0.0755218480297098,0.009949507955349338
dressing_room,0.27472822179252515,-0.4617946384856713,0.5302149894655842,-0.09619692443595282,0.07661659957537431,-0.09879772330002547,0.06530093751035236,-0.6938069608445988,-0.4097632470361022,1.1909445175292035,0.013800165530225058,0.001787614522790134,-0.38022301837414146,0.24739188665068634,-0.04086711972562403,-0.16649541714274424,-0.6202543951821688,0.6150439446984868,0.2716934359922628,-0.8692983927108436,-0.6747642809697949,0.6196181519474491,0.44599066748425187,-0.13116794021492253,0.7444558636749758,0.44024323095942053,-0.7475153277517679,0.25942418973570036,-0.5907578183554023,0.1441391017777727,0.2724727157870298,0.43497979528041303,-0.026050514807495633,0.03994963144973494,-0.011179010849131402,0.13857660770488942,0.30266815107964484,0.15494238478693612,0.3068725806559513,-0.010703186817994318
playground,0.8833357737006013,0.050757871058377,0.15904784558705623,-0.04771020344837388,0.6174275512108911,-0.10635188754674171,-0.75365695997753,0.03635136732068856,0.6640177969867318,-0.8671092287131282,0.11140183271802821,-0.20279770884175047,-0.6447356866884166,0.4562087371615328,-0.43743764799561297,-0.15920834806970663,-0.3043342178965097,0.3488786246424552,0.3515936206907679,-0.0750104271862034,-0.24043869463141476,-0.09564023928069267,-0.4281879542815504,-0.031212551677361765,-0.3906821798521051,0.4653659606941567,-0.03167725854589139,0.07493336725831677,-0.013848319133717934,-0.013943836828106395,0.45819886460576004,0.04306984339297208,0.15527685104652714,-0.050664519210781064,-0.23948804385471237,0.11641097884872155,-0.07419354940978368,-0.051666198603123666,-0.18268396595901146,-0.009607985936331795
bakery,0.5257514616980067,-1.14805343017939,-1.280820218919885,0.7136786314802646,-0.7348086075345267,0.18812158371952561,0.25785125984251417,0.11179477531776437,-0.01989840987412269,-0.3616966075390634,-0.30850332682639986,0.44392544466630307,0.38760135552850067,-0.26095183972899727,-0.05569706785359306,-0.31628181769038605,-0.2582764499729991,-0.21358526563148675,-0.19801836110043117,-0.5232264119566868,-0.5008014309885351,-0.25304257121967305,-0.39913194775739425,0.013040604216646014,-0.06627772408073328,-0.09002178468999428,0.25151155349974763,-0.13173442517177453,0.05748459693748241,-0.0663349854186468,0.2797164090815165,0.11122331818565588,-0.10428869206767857,-0.029950664311407128,0.4106462630662618,-0.014802741122841148,-0.09329865810226032,-0.019267490581646084,-0.15180347460185417,-0.3130835679351009
living_room,0.7638809669567361,-0.5020206760166779,1.092828389403341,0.2962218095721095,-0.23738198782447156,0.2355980329396806,-0.19441576355167406,0.15760532676430644,-0.05531418613719251,0.0759184642955382,0.2537141888291626,-0.09561795878222741,0.030407304042530846,0.05461234381417956,-0.33436585532018703,0.3403571913968854,0.0024601156419454943,0.15989678258987108,0.1384305654544462,-0.16524596340973452,-0.19556047563720275,0.21337306327582725,0.1910128602260813,0.28338241409191367,-0.0990662591599108,-0.03933431950409161,0.3535105309193055,-0.14935001958668606,-0.18746119304107375,0.16672943749413302,0.2253156630943169,-0.09985441706185431,0.14012873091012118,0.1338977919656751,-0.03581020647347533,-0.1983125921408877,-0.41713837125209957,-0.010562434887094664,-0.07253697162617091,0.30743980873255594
pub,0.7779570618789082,-0.8570782992884638,-0.8467603267629734,0.3346636095207643,-0.8362026238596619,0.2597907715837324,-0.3708790243476272,-0.548440124109056,0.026599180194897685,0.4758899326057725,0.3163438538549498,0.3132300564800378,-0.39610351963188994,-0.18109889940257415,0.13397556785518228,0.5388542837773929,-0.19214425860726225,0.04851428972141537,0.40162507953932325,-0.3595911616862029,-0.013991801814733867,0.7907537516556484,0.6332556670725074,-0.07637866764350154,-0.11954342972282281,0.6127668209085182,-0.184304201896854,0.03100490632701089,0.00993562081715641,0.14287773269427226,0.16926705297417147,-0.14949004799514184,0.027359721810508917,0.3592312473961634,-0.19507359957995007,0.027379113586513463,-0.2581679713151095,-0.26761189951076647,0.5748649976536946,0.045468561947993036
biology_laboratory,-0.7685738115476487,-0.0013331220567991218,0.012789197712951552,-0.012361489366254428,0.003254758161577285,0.008285186162353705,-0.0316941238403415,0.0691934082444816,0.01973582712796588,0.008172077832381107,0.02727630031873622,-0.009251715711612372,0.011722007087769357,-0.02398845192675525,-0.012934079749431626,-0.00691038415204649,-0.0018983316456722662,-0.015829306333084922,0.026373685671529774,0.04690493750187226,-0.01374308562104611,-0.009921652656655991,0.018455900073406823,0.013304002469845885,-0.012884740061314286,0.0008582405446217431,-0.014069352197843719,0.015963219253601606,0.009242253879463503,-0.0031772373999637378,-0.009370504862538107,-0.008187435458100613,0.005472236300932566,-0.004172515194746028,0.026390028627879678,0.003967828017177887,-0.015029309706548612,0.021428871112875787,0.0009195629844776045,-0.011237432394465799
television_room,-0.7685738115476487,-0.0013331220567991218,0.012789197712951554,-0.012361489366254428,0.003254758161577285,0.008285186162353705,-0.031694123840341516,0.06919340824448157,0.019735827127965965,0.008172077832381353,0.027276300318735906,-0.009251715711611756,0.0117220070877706,-0.023988451926756697,-0.012934079749431976,-0.006910384152046907,-0.001898331645671661,-0.015829306333084724,0.0263736856715291,0.04690493750187236,-0.013743085621045831,-0.009921652656655651,0.0184559000734057,0.013304002469845767,-0.012884740061314869,0.0008582405446216862,-0.014069352197844108,0.015963219253601578,0.009242253879462935,-0.0031772373999648974,-0.009370504862537807,-0.008187435458101184,0.005472236300933174,-0.00417251519474632,0.026390028627880084,0.003967828017178084,-0.015029309706548496,0.021428871112876387,0.0009195629844775808,-0.01123743239446574
orchestra_pit,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.012361489366254428,0.003254758161577285,0.008285186162353707,-0.03169412384034151,0.06919340824448157,0.01973582712796592,0.008172077832381434,0.02727630031873614,-0.00925171571161168,0.011722007087769576,-0.02398845192675561,-0.012934079749432816,-0.006910384152046976,-0.001898331645671661,-0.01582930633308499,0.02637368567152875,0.046904937501873786,-0.013743085621045925,-0.009921652656654291,0.018455900073406816,0.013304002469845767,-0.012884740061314522,0.0008582405446221986,-0.014069352197842966,0.015963219253602095,0.009242253879463664,-0.0031772373999653714,-0.009370504862537507,-0.008187435458101454,0.005472236300932998,-0.004172515194745345,0.026390028627879876,0.003967828017178183,-0.015029309706548368,0.02142887111287651,0.0009195629844774264,-0.011237432394466116
nursing_home,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.012361489366254428,0.003254758161577285,0.008285186162353705,-0.03169412384034151,0.06919340824448159,0.01973582712796593,0.008172077832381547,0.02727630031873606,-0.009251715711611775,0.011722007087770015,-0.023988451926756263,-0.012934079749432675,-0.006910384152046907,-0.001898331645671123,-0.01582930633308532,0.02637368567152939,0.046904937501872516,-0.013743085621045219,-0.009921652656654694,0.01845590007340519,0.013304002469845528,-0.012884740061314183,0.0008582405446222556,-0.014069352197842661,0.01596321925360177,0.00924225387946337,-0.003177237399965003,-0.009370504862538591,-0.008187435458100458,0.005472236300932234,-0.004172515194745633,0.026390028627879564,0.003967828017178738,-0.015029309706548283,0.021428871112876557,0.0009195629844777706,-0.011237432394466588
basketball_court,-0.7685738115476487,-0.001333122056799122,0.012789197712951552,-0.012361489366254428,0.0032547581615772845,0.008285186162353707,-0.03169412384034151,0.06919340824448159,0.019735827127965927,0.00817207783238151,0.027276300318736083,-0.009251715711611775,0.011722007087769723,-0.023988451926756117,-0.012934079749432675,-0.00691038415204649,-0.0018983316456716273,-0.01582930633308539,0.02637368567152971,0.04690493750187275,-0.013743085621044869,-0.00992165265665596,0.01845590007340642,0.013304002469845767,-0.012884740061315436,0.0008582405446221417,-0.014069352197843608,0.015963219253601443,0.009242253879463149,-0.0031772373999648974,-0.009370504862537755,-0.008187435458100302,0.005472236300932257,-0.004172515194745838,0.026390028627880785,0.003967828017179663,-0.01502930970654827,0.02142887111287651,0.0009195629844770584,-0.011237432394465976
delicatessen,0.5723690123970795,-1.2664574769709582,-1.1252870358808553,0.49996254810260804,-1.1044286631872589,0.22008332409225803,0.002567002541758114,-0.12216908335004317,0.19421196499791318,-0.2344232563343053,-0.438279931337775,0.7742897552251147,0.7298552262824867,0.09151977607335182,0.28390179415942407,0.012178618060215233,-0.23585130372795102,-0.0843983306321247,0.02978681799559332,-0.35611951810042963,-0.6419104416361943,-0.0036650630883963546,-0.3243711415452659,0.14720107534042293,-0.24458282892616343,0.2363786775429614,0.09718512440737988,-0.1680543428540719,-0.12927525954079003,-0.1087983307962884,0.02523001630696454,0.014419250919695367,-0.04201475082386082,-0.15058485326245075,0.3764717602619154,-0.09134949201663482,-0.4273723876538806,0.06240300465154841,-0.18387570926327076,-0.13071420086601346
stable,-0.6021854090550777,0.113872046075602,-0.04796047953687126,0.18247273570363487,-0.011873876273680596,-0.1385214434309038,0.17307570157814822,-0.014963999654650874,0.050466851882133845,0.3911059531301785,0.32570998463318873,0.2312817616147087,-0.2844228317388015,-0.13845459436141513,-0.060834750877139535,0.23625578497152608,-0.08223027374804125,0.16209062969850263,-0.3308575984757945,-0.28136070365202975,0.2812507714354891,-0.17920070946815317,-0.21956999899333532,0.0776002643028394,0.28185972614549293,-0.11991730824793213,0.32556679056049587,-0.3533062341957825,0.2704596815694167,-0.38320344544967544,0.3625507419420203,-0.6055707665023291,-0.44672449181145,0.0719318317281289,-0.29689821473845296,0.09965076869291571,0.5527377241066468,-0.32586493246513365,-0.16606085198343662,-0.10747801322442614
train_station,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.01236148936625443,0.0032547581615772845,0.008285186162353705,-0.0316941238403415,0.06919340824448159,0.01973582712796593,0.008172077832381507,0.027276300318736072,-0.009251715711611787,0.011722007087769151,-0.02398845192675501,-0.012934079749432602,-0.006910384152047777,-0.0018983316456715827,-0.015829306333084877,0.026373685671529673,0.04690493750187215,-0.013743085621044489,-0.009921652656657384,0.018455900073406455,0.013304002469845823,-0.012884740061314145,0.0008582405446225687,-0.014069352197842624,0.015963219253601883,0.00924225387946337,-0.0031772373999660766,-0.009370504862537658,-0.00818743545810072,0.005472236300932488,-0.004172515194746203,0.026390028627879942,0.003967828017179225,-0.015029309706548014,0.02142887111287622,0.0009195629844782633,-0.011237432394464893
garage.n.01,-0.7685738115476487,-0.001333122056799122,0.012789197712951554,-0.01236148936625443,0.0032547581615772845,0.008285186162353705,-0.0316941238403415,0.06919340824448159,0.01973582712796593,0.008172077832381507,0.02727630031873607,-0.009251715711611793,0.011722007087769442,-0.023988451926755736,-0.012934079749432883,-0.006910384152047222,-0.0018983316456717171,-0.01582930633308554,0.026373685671529225,0.046904937501872405,-0.01374308562104511,-0.009921652656656026,0.018455900073406292,0.01330400246984621,-0.01288474006131304,0.000858240544622341,-0.014069352197843627,0.015963219253601668,0.00924225387946424,-0.0031772373999647587,-0.009370504862538364,-0.008187435458101237,0.0054722363009328595,-0.004172515194745543,0.02639002862788005,0.003967828017179077,-0.01502930970654805,0.021428871112876918,0.000919562984478287,-0.011237432394465835
beer_hall,-0.05025797901532284,-0.2204451422699836,-0.13323203211479204,0.09085268032164391,-0.17400200095156593,-0.028184884754999112,-0.28003250631212295,-0.1716412901519418,-0.13578113273476372,0.16524399235243134,0.08034896227033096,0.05083374222601469,-0.0533426116426625,0.08938433715878112,-0.1113226444122724,0.039160310158699745,-0.03964291585633705,0.04035818472712609,0.12653336063805481,-0.07597192343877279,0.007801446106751421,0.10025909344028966,0.05969652003173693,-0.14322466628204594,-0.023831187744134334,0.1505595214242573,-0.11305983460728558,-0.044985873995371205,0.140284258178398,-0.018681106379103755,-0.07390855049274685,0.061860003634652334,0.09185601369871627,0.06632568350855088,0.07004131431773569,-0.11141164150354,-0.0797426174859453,-0.07337499600603971,0.03649122390072862,-0.003497123038042047
