,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
market,-0.4811781975097162,-0.05589909542391884,-0.043515500380001425,0.1345329748847678,-0.011991433062695175,0.09165388969438934,0.10061387795357689,-0.2579516325677214,-0.20870634954267925,0.07354172530544383,-0.34404347675733843,0.09977402831102897,0.1286492181830536,0.2315032620788337,-0.08188366175906711,0.04360791735082555,0.018968106158183576,0.34043867000336203,-0.45686400156747053,-0.49374758184172673,0.0975622212355053,-0.1226167871296632,0.13824223395910648,0.11206602273180664,-0.007466765855525648,-0.3112742830695526,0.2839392610504614,-0.008436479856142766,0.05829685561144469,-0.05794009284772908,0.5849161654785976,-0.045449628744798486,-0.15219418781458074,-0.36606266995844605,0.10204823230128349,0.06096677575233563,0.34174066604806297,0.11752346209545492,0.21021330127944432,0.13919569029331663,-0.012032681864373649,0.18273590547003885,-0.18640481945591295,0.04068364868780327,-0.2607820871069751,-0.1183597320769612,0.21673403803391908,0.6848626547425164,-0.02747292276565833,0.4105834547912541,-0.12026949116417097,0.19832216194150756,-0.44790006450151115,0.13119231436779374,-0.3201974401048657,-0.4570990274162393,-0.016674274667946725,0.04002540903781309,0.006537025408489641,-0.31300419448748995
wave,-0.4964497664350585,0.26995070384277076,0.02273306349322978,-0.46839012973093325,-0.2019078414700383,0.2254179051905807,-0.1019699157589591,-0.4236601899468633,-0.2082668191836136,0.02392879650679774,-0.1289493569152754,-0.43042888124049067,-0.14531153612590755,-0.10853124211555842,0.14266007358745406,-0.5532417067428521,0.1269254690360935,0.382308921647838,-0.6259376028164252,-0.5668013614971343,0.034827935214053786,0.1823286655767355,-0.4591244655544189,-0.4545448420144121,-0.39706477811241864,-0.21703473959893368,0.012768015399976889,-0.015334341209947755,-0.29166264755046645,-0.20731396186589324,0.11541156724947575,0.12900394585654487,0.05509814906145117,0.004148124202992539,-0.5407831241302482,-0.1638649900900624,0.5768793268017876,-0.3371206289498539,-0.10338274243001157,-0.7586943273130244,0.05501356685750897,-0.04779006603488537,-0.6860834047333346,-0.319884041541928,-0.36348949179032986,0.37213221025860294,0.45903215595559554,0.15181303337468066,-0.43459121424472197,0.15563412530422155,-0.13291163025845798,-0.001494939574991428,-0.06262485648509027,0.2806221383889027,0.15667185590555024,-0.2608791779273553,0.6448148698516712,-0.04984097291664365,0.08970279935436383,0.2262999073890964
museum,0.8104487091678907,-0.15441167084420127,-0.6147120320165192,-0.3308767388325896,0.22473214797618704,-0.9908006668420838,0.4881400137105597,0.19246657111635726,0.3712608660926634,-0.35527588556801626,0.0645343618964902,0.018428323841970632,0.2233837041802956,-0.25516439856369266,0.5897490407681523,0.4227512576602317,-0.035154947661749314,0.38918911291220604,-0.3390912953446581,-0.15254182475262537,0.18035907908719503,-0.8392998468412496,0.26180298493565946,-0.010522944993847993,-0.044092338555545535,-0.20814629394089734,-0.28884618226042186,0.1623198286250305,-0.058524797215602234,0.1067340606184601,0.07693821809279079,0.13215725019398922,-0.04378480258536416,0.39830808920538924,0.04596139376757167,-0.09240171332346639,-0.2463344867630936,0.016810208466988667,-0.3010454596418855,-0.12926472906577463,-0.12190173324241933,0.24537876065785524,-0.09422516248082731,0.07579931847239534,0.25269420306940454,0.3410239187630946,-0.42177783257607604,0.2500073022112752,0.1693212676558348,-0.1387675745149205,-0.3410089629380099,0.3547165982269608,-0.2220457534635992,-0.10095183388685323,0.23212293184236443,0.032987451714470886,0.4768711059352641,0.15244515156163319,-0.12920512189370528,-0.10408504543821832
coffee_shop,0.6626151851703556,-1.1565487000359227,-0.9408589207996508,0.06271948094921548,-0.7631720836899849,0.5629599530662897,-0.36821943538959195,-0.4351554989770042,-0.5155031398289829,-0.4396247088484722,-0.3305671086572093,-0.12455386878243137,0.3090868052348606,0.2379760837792609,-0.04335921885283742,-0.13932975845022366,0.37788299520555985,-0.23861106993721323,0.07199791114032687,-0.028093591058189503,0.06255809225719293,0.3283910618992924,0.7702882486565263,-0.3567907154367373,0.035056280900350054,-0.13409306542819607,0.07016902713568023,0.08886263773552253,0.4762260282911511,0.38020332179370137,-0.10018300586131389,-0.05826974923413492,0.3820074104778227,0.3390396469616634,-0.5593678450709034,-0.5571121685986744,-0.035968725208811406,0.3804454404831123,0.4596933157916125,-0.06897108551873697,0.3050285019956858,-0.39056707939490976,0.2941894451031069,-0.2546889744890907,-0.26852657056983736,0.30833684985861826,-0.2924781458987627,-0.13449233850697095,0.1204069298959517,-0.14330844127192519,-0.05289514482185209,-0.4138603267838959,0.04241080633255422,-0.1536201152675597,0.5488230817020835,-0.2956264073569079,-0.06353534197063275,-0.09929803191463821,0.2693882619304123,-0.006792448139885773
snowfield,0.798614737465058,1.098590669807732,0.7183159140368642,0.08646759331157104,-0.23554370562840685,0.4745507388752044,-0.15765940744666887,-0.37393964730584067,-1.1283128376448524,-0.25311796495532574,-0.4491994732966867,0.5464326113634097,-0.28026846123850113,-0.5841858862106671,0.6874303478777066,0.04094711798501655,-0.6414226067367046,0.35402806207968124,0.7140263297619149,0.05699753518954314,0.3122608710305895,-0.05702630020875162,-0.19661648474494836,0.18550457814581034,-0.14964931413459812,-0.13009828903665763,0.4925335720015547,0.3165208884980757,-0.17146287747976033,-0.292457678269061,0.02074423547115363,0.22062238734594117,0.5724818051887316,0.22105175844045374,-0.1269893124593931,0.08416375724558449,0.16771675334146305,-0.188794926932155,0.012030546875840464,-0.3225873752270712,-0.15780228604063115,0.09280615535996299,0.13852934453589957,0.028493313486423758,0.3163620866121403,-0.13529509041659385,0.034657848107187035,-0.38501419112770446,-0.06564448707603959,0.20769987687923055,-0.08430508404103054,-0.12674235233911935,-0.03966323923251166,-0.17773629840054786,0.1428479150972094,-0.008826293300296459,0.12047586405536384,0.06834385032958434,0.2791398481713055,0.08318693291224004
kitchen.n.01,-0.7685738115476487,-0.0013331220567991216,0.012789197712951552,-0.012361489366254428,0.003254758161577294,0.008285186162353776,-0.03169412384034072,0.06919340824448134,0.01973582712796655,0.008172077832381762,0.027276300318736853,-0.009251715711611604,0.011722007087770306,-0.023988451926757113,-0.012934079749433305,-0.006910384152046629,-0.0018983316456716273,-0.015829306333084183,0.02637368567153035,0.046904937501874036,-0.013743085621045552,-0.009921652656655712,0.01845590007340675,0.013304002469845647,-0.012884740061314846,0.0008582405446219424,-0.014069352197842326,0.01596321925360166,0.009242253879463855,-0.003177237399965477,-0.009370504862538565,-0.00818743545810051,0.0054722363009329636,-0.0041725151947475565,0.026390028627879824,0.003967828017177295,-0.015029309706548734,0.021428871112876027,0.000919562984478483,-0.011237432394466212,0.008098937738674174,-0.003463845489447557,-0.0015822978897248594,0.008493877935780918,0.012602993861893187,0.004336523722478311,-0.014746576029569018,-0.010116627832311077,-0.0032934729571450936,0.0025937077411464235,-0.006628292090111211,-0.0018483378983203001,-0.0016498805456208459,-0.00025662290578984756,-0.0028833824829865556,0.00829783740404666,-0.003777141358331908,-0.006821164072971368,0.0023051448596929694,-0.0045439947090486635
runway,0.6644514285292906,0.8260281841726616,-0.21819661870997684,-0.6897006521306557,0.5928253569492532,1.0575337488936154,0.9824703055149484,-0.7662036058921572,-0.48520582120146766,-0.6847832683640862,-0.04440815741643955,-0.016822110099922138,0.5456618157434583,0.6145654949728645,-1.032418124998359,0.7224100557015629,-0.34509485760337477,-0.2571264871907719,0.41776829538311416,0.2464295682967244,-0.028581589455483954,-0.4182161272401396,-0.05880599100819961,-0.08254120350665524,-0.5675017834266881,-0.19006279493595093,-0.1348452637820008,0.06691410301271244,0.6396744327222312,0.31422743666349773,-0.013455984956894351,0.013953848752848082,0.05927178952837395,0.4766116429433795,0.40412445908901884,-0.29487114857710217,0.3276741078770095,-0.10466385859588122,-0.0755218480297098,0.009949507955349338,-0.4602885874074532,0.48890059304402367,-0.6828500089265962,-0.32845416669310895,0.12360663479950192,0.14007921083171998,-0.15219564434715385,0.10864435582321164,0.09856490220331028,0.11180714878036094,0.04684528784599713,-0.005226720543074858,-0.23579666204830926,0.1896233636702104,-0.06154917853526258,-0.07441840815530278,-0.20662651093879103,-0.15042992203091418,-0.4883594419971631,-0.12554756335821443
dressing_room,0.27472822179252515,-0.4617946384856713,0.5302149894655842,-0.09619692443595282,0.07661659957537431,-0.09879772330002547,0.06530093751035236,-0.6938069608445988,-0.4097632470361022,1.1909445175292035,0.013800165530225058,0.001787614522790134,-0.38022301837414146,0.24739188665068634,-0.04086711972562403,-0.16649541714274424,-0.6202543951821688,0.6150439446984868,0.2716934359922628,-0.8692983927108436,-0.6747642809697949,0.6196181519474491,0.44599066748425187,-0.13116794021492253,0.7444558636749758,0.44024323095942053,-0.7475153277517679,0.25942418973570036,-0.5907578183554023,0.1441391017777727,0.2724727157870298,0.43497979528041303,-0.026050514807495633,0.03994963144973494,-0.011179010849131402,0.13857660770488942,0.30266815107964484,0.15494238478693612,0.3068725806559513,-0.010703186817994318,-0.2376625830212041,-0.04758259017311859,-0.44048044579935147,0.31472802804977895,0.10495672042136775,-0.3208116274026265,-0.5339255286239488,-0.07427942217760616,0.24792012009145883,0.050628177374955,-0.24387527043670806,0.044519471568675945,0.5167822453396677,-0.08458568070068515,-0.04349592029549765,0.1669886151999388,-0.08878037942025453,0.1110805185881209,-0.09894104361218596,-0.2070675015160548
playground,0.8833357737006013,0.050757871058377,0.15904784558705623,-0.04771020344837388,0.6174275512108911,-0.10635188754674171,-0.75365695997753,0.03635136732068856,0.6640177969867318,-0.8671092287131282,0.11140183271802821,-0.20279770884175047,-0.6447356866884166,0.4562087371615328,-0.43743764799561297,-0.15920834806970663,-0.3043342178965097,0.3488786246424552,0.3515936206907679,-0.0750104271862034,-0.24043869463141476,-0.09564023928069267,-0.4281879542815504,-0.031212551677361765,-0.3906821798521051,0.4653659606941567,-0.03167725854589139,0.07493336725831677,-0.013848319133717934,-0.013943836828106395,0.45819886460576004,0.04306984339297208,0.15527685104652714,-0.050664519210781064,-0.23948804385471237,0.11641097884872155,-0.07419354940978368,-0.051666198603123666,-0.18268396595901146,-0.009607985936331795,-0.024105893842633362,-0.16148520487666804,-0.0774967651365444,0.060557598240777215,0.47134203963927707,0.2787895155033325,-0.06700060404585798,-0.22191161737720944,0.17152032683106877,0.08320296157350433,-0.21038249432915934,-0.06555020856041792,-0.02612857504068325,-0.07071410108362945,0.06561741714528495,-0.047064595032454117,-0.07591791639672421,-0.11361133636785498,0.16203718659944408,-0.07326557340609081
bakery,0.5257514616980067,-1.14805343017939,-1.280820218919885,0.7136786314802646,-0.7348086075345267,0.18812158371952561,0.25785125984251417,0.11179477531776437,-0.01989840987412269,-0.3616966075390634,-0.30850332682639986,0.44392544466630307,0.38760135552850067,-0.26095183972899727,-0.05569706785359306,-0.31628181769038605,-0.2582764499729991,-0.21358526563148675,-0.19801836110043117,-0.5232264119566868,-0.5008014309885351,-0.25304257121967305,-0.39913194775739425,0.013040604216646014,-0.06627772408073328,-0.09002178468999428,0.25151155349974763,-0.13173442517177453,0.05748459693748241,-0.0663349854186468,0.2797164090815165,0.11122331818565588,-0.10428869206767857,-0.029950664311407128,0.4106462630662618,-0.014802741122841148,-0.09329865810226032,-0.019267490581646084,-0.15180347460185417,-0.3130835679351009,0.037934119100733306,-0.013383551569367427,-0.1001517002808762,-0.04223640554981837,-0.03782004637244318,-0.022631100179476213,0.04914125240518191,-0.13870388801544442,-0.23488064148169124,-0.05193158611320004,-0.1783274972105572,-0.07490113497939696,0.08395734866148258,-0.0978362665524825,-0.2855841789443599,-0.22314002435482932,0.07977883259918937,0.09367985378050749,-0.08522754910632883,-0.0667283599219211
